NofPmids,NofSnps,associationType,diseaseId,diseaseName,diseaseType,disease_mention,geneId,geneSymbol,gene_mention,originalSource,pmid,raw_sentence,score,sentence,source
2.0,0.0,Biomarker,C0023487,Acute Promyelocytic Leukemia,disease,APL,4869,NPM1,NPM,CTD_human,14508522,"Induction of apoptosis was seen also in the PML-RARalpha-expressing APL cell line NB4, and in several other atRA-sensitive leukemia cell lines, demonstrating that this effect is limited neither to the monocyte lineage nor to the rare NPM-RARalpha fusion variant.",0.4057692624684749,"Induction of apoptosis was seen also in the PML-RARalpha-expressing <span class=""disease"" id=""14508522-7-68-71"">APL</span> cell line NB4, and in several other atRA-sensitive leukemia cell lines, demonstrating that this effect is limited neither to the monocyte lineage nor to the rare <span class=""gene"" id=""14508522-7-234-237"">NPM</span>-RARalpha fusion variant.",CTD_human;ORPHANET
1.0,1.0,Biomarker,C2931788,Atypical Hemolytic Uremic Syndrome,disease,atypical hemolytic uremic syndrome,629,CFB,complement factor B,CTD_human,17182750,Gain-of-function mutations in complement factor B are associated with atypical hemolytic uremic syndrome.,0.201373633921065,"Gain-of-function mutations in <span class=""gene"" id=""17182750-0-30-49"">complement factor B</span> are associated with <span class=""disease"" id=""17182750-0-70-104"">atypical hemolytic uremic syndrome</span>.",CTD_human
,,Negative,MESH:D016609,,,HD,627,,BDNF,,28031779,"The comparison of BDNF values, using a Kruskal Wallis test, between patients with DM2, in HD and healthy controls showed statistical differences (P < 0.001).",,,
1.0,0.0,Biomarker,C0003165,Anthracosis,disease,coal workers' pneumoconiosis,7124,TNF,TNF?,CTD_human,20005085,Possible effect of gene polymorphisms on the release of TNF? and IL1 cytokines in coal workers' pneumoconiosis.,0.20701187132028095,"Possible effect of gene polymorphisms on the release of <span class=""gene"" id=""20005085-0-56-60"">TNF&alpha;</span> and IL1 cytokines in <span class=""disease"" id=""20005085-0-82-110"">coal workers' pneumoconiosis</span>.",CTD_human
,,Negative,MESH:D055370,,,lung injury,24482,,IGF-1,,28077319,"CONCLUSIONS: IGFBP-5, IGF-1 and TGF-b1 in the type II AECs play a key role in lung injury caused by bleomycin and pioglitazone attenuates the lung injury/fibrosis by restoring IGFBP-5 and IGF-1 and decreasing TGF-b1 expressions in the type II AECs.",,,
,,Negative,MESH:D055752,,,small cell lung cancer,7864,,SCLC,,28089889,Loss of the tumor suppressors RB1 and TP53 and MYC amplification are frequent oncogenic events in small cell lung cancer (SCLC).,,,
1.0,0.0,Biomarker,C0007134,Renal Cell Carcinoma,disease,renal cell carcinoma,5058,PAK1,p21-activated kinase 1,CTD_human,17621631,Modulation of p21-activated kinase 1 alters the behavior of renal cell carcinoma.,0.20054945356842604,"Modulation of <span class=""gene"" id=""17621631-0-14-36"">p21-activated kinase 1</span> alters the behavior of <span class=""disease"" id=""17621631-0-60-80"">renal cell carcinoma</span>.",CTD_human
,,Negative,MESH:D006528,,,overexpressed in hepatocellular carcinoma,17829,,Mucin 1,,28012230,"Mucin 1 (MUC1), as an oncogene, is overexpressed in hepatocellular carcinoma (HCC) cells and promotes the progression and tumorigenesis of HCC through JNK/TGF-b signaling pathway.",,,
,,Negative,MESH:D012559,,,schizophrenia,12801,,CB1,,28138895,The involvement of CB1 receptor ligands in the schizophrenia has already been revealed and confirmed.,,,
,,Negative,MESH:C536494,,,uveal melanoma,3577;3579,,CXCR1/2,,28129639,Our data showed that LDX-mediated inhibition of CXCR1/2 abrogated motility and induced apoptosis in cultured cutaneous and uveal melanoma cells and xenografts independently of the molecular defects associated with the malignant phenotype.,,,
25.0,0.0,Biomarker,C0004153,Atherosclerosis,disease,atherosclerosis,348,APOE,apoE,CTD_human,9649566,"Thus, comparisons between the 2/2 and 3/3 mice unequivocally demonstrate that a single amino acid difference (Arg158 Cys) in the apoE protein is sufficient to cause type III HLP and spontaneous atherosclerosis in mice.",0.5873291246481379,"Thus, comparisons between the 2/2 and 3/3 mice unequivocally demonstrate that a single amino acid difference (Arg158 Cys) in the <span class=""gene"" id=""9649566-6-129-133"">apoE</span> protein is sufficient to cause type III HLP and spontaneous <span class=""disease"" id=""9649566-6-194-209"">atherosclerosis</span> in mice.",CTD_human;HPO
68.0,0.0,Therapeutic,C0020538,Hypertensive disease,group,hypertension,5443,POMC,adrenocorticotropic hormone,CTD_human,17954371,Aspirin prevents and partially reverses adrenocorticotropic hormone-induced hypertension in the rat.,0.203846174978983,"Aspirin prevents and partially reverses <span class=""gene"" id=""17954371-0-40-67"">adrenocorticotropic hormone</span>-induced <span class=""disease"" id=""17954371-0-76-88"">hypertension</span> in the rat.",CTD_human
,,Negative,MESH:C538037,,,T-box 15,14735,,glypican 4,,28105114,"mRNA expression levels of two developmental genes, T-box 15 (Tbx15) and glypican 4 (Gpc4) were detected in fat tissues.",,,
,,Negative,MESH:D057851,,,PCO,6717,,Sri,,28208899,MATERIALS AND METHODS: All patients with PCO presenting to Ophthalmology Out Patient Department at Sri Siddhartha Medical College between November 2014 to November 2015 were included.,,,
7.0,23.0,Biomarker,C1848533,Ataxia with vitamin E deficiency,disease,Ataxia with isolated vitamin E deficiency,7274,TTPA,TTPA,CTD_human,15300460,"Ataxia with isolated vitamin E deficiency: neurological phenotype, clinical follow-up and novel mutations in TTPA gene in Italian families.",0.686043989252688,"<span class=""disease"" id=""15300460-0-0-41"">Ataxia with isolated vitamin E deficiency</span>: neurological phenotype, clinical follow-up and novel mutations in <span class=""gene"" id=""15300460-0-109-113"">TTPA</span> gene in Italian families.",CTD_human;ORPHANET;UNIPROT
1.0,0.0,Biomarker,C0242422,Parkinsonian Disorders,group,Parkinsonism,142,PARP1,PARP-1,CTD_human,17640816,"PARP-1 mediates acute neuronal cell death induced by a variety of insults including cerebral ischemia, 1-methyl-4-phenyl-1,2,3,6-tetrahydropyridine-induced Parkinsonism, and CNS trauma.",0.2,"<span class=""gene"" id=""17640816-3-0-6"">PARP-1</span> mediates acute neuronal cell death induced by a variety of insults including cerebral ischemia, 1-methyl-4-phenyl-1,2,3,6-tetrahydropyridine-induced <span class=""disease"" id=""17640816-3-156-168"">Parkinsonism</span>, and CNS trauma.",CTD_human
1.0,0.0,Biomarker,C0005586,Bipolar Disorder,disease,bipolar disorder,6863,TAC1,PPT,CTD_human,15845098,An inverse relationship between PPT-A mRNA expression levels and lifetime antipsychotic treatment (Fluphenazine) in the schizophrenic and bipolar disorder groups was found.,0.2,"An inverse relationship between <span class=""gene"" id=""15845098-6-32-35"">PPT</span>-A mRNA expression levels and lifetime antipsychotic treatment (Fluphenazine) in the schizophrenic and <span class=""disease"" id=""15845098-6-138-154"">bipolar disorder</span> groups was found.",CTD_human
1.0,0.0,Biomarker,C3714756,Intellectual Disability,group,mental retardation,9901,SRGAP3,MEGAP,CTD_human,21082655,"Selected genes that are present in the hemizygous state and which might be important for the phenotype of this patient as regards the congenital heart defect, autistic behavior and mental retardation (CAV3, OXTR, and SRGAP3/MEGAP, respectively) are discussed in context of the clinical features.",0.204930726738519,"Selected genes that are present in the hemizygous state and which might be important for the phenotype of this patient as regards the congenital heart defect, autistic behavior and <span class=""disease"" id=""21082655-6-181-199"">mental retardation</span> (CAV3, OXTR, and <span class=""gene"" id=""21082655-6-217-223"">SRGAP3</span>/<span class=""gene"" id=""21082655-6-224-229"">MEGAP</span>, respectively) are discussed in context of the clinical features.",CTD_human
,,Negative,MESH:D009369,,,inha/Tag adrenal tumors,24052,,Sgcd,,28131743,"Besides earlier reported Gata4 and Lhcgr, we found up-regulated Esr1, Prlr-rs1, and down-regulated Grb10, Mmp24, Sgcd, Rerg, Gnas, Nfatc2, Gnrhr, Igf2 in inha/Tag adrenal tumors.",,,
,,Negative,MESH:D009369,,,tumor,353326,,MART1,,28178658,"MART1, a human melanoma-specific tumor antigen, was used to induce an increased immune reaction, since a MART1-protective response is required to overcome immune tolerance to the melanoma antigen MelanA.",,,
1.0,2.0,Biomarker,C0019569,Hirschsprung Disease,disease,Hirschsprung disease,3084,NRG1,NRG1,CTD_human,22974608,Aberrant high expression of NRG1 gene in Hirschsprung disease.,0.20274726784213096,"Aberrant high expression of <span class=""gene"" id=""22974608-0-28-32"">NRG1</span> gene in <span class=""disease"" id=""22974608-0-41-61"">Hirschsprung disease</span>.",CTD_human
,,Negative,MESH:D000796,,,Kimura disease,5594,,extracellular signal regulated kinase 1/2,,28108473,OBJECTIVE: To investigate the expressions of interleukin (IL)-21 and phosphorylated extracellular signal regulated kinase 1/2 (pERK1/2) in Kimura disease (KD) and to correlate the findings with clinical and prognostic variables.,,,
1.0,0.0,Biomarker,C0034069,Pulmonary Fibrosis,disease,pulmonary fibrosis,1440,CSF3,G-CSF,CTD_human,17894541,Increased granulocyte-colony stimulating factor (G-CSF) and granulocyte-macrophage colony stimulating factor (GM-CSF) levels in BAL fluid from patients with sulfur mustard gas-induced pulmonary fibrosis.,0.2,"Increased <span class=""gene"" id=""17894541-0-10-47"">granulocyte-colony stimulating factor</span> (<span class=""gene"" id=""17894541-0-49-54"">G-CSF</span>) and granulocyte-macrophage colony stimulating factor (GM-CSF) levels in BAL fluid from patients with sulfur mustard gas-induced <span class=""disease"" id=""17894541-0-184-202"">pulmonary fibrosis</span>.",CTD_human
1.0,0.0,Biomarker,C0853897,Diabetic Cardiomyopathies,disease,diabetic cardiomyopathy,7124,TNF,Tumor necrosis factor-alpha,CTD_human,17909696,Tumor necrosis factor-alpha antagonism protects from myocardial inflammation and fibrosis in experimental diabetic cardiomyopathy.,0.2,"<span class=""gene"" id=""17909696-0-0-27"">Tumor necrosis factor-alpha</span> antagonism protects from myocardial inflammation and fibrosis in experimental <span class=""disease"" id=""17909696-0-106-129"">diabetic cardiomyopathy</span>.",CTD_human
,,Negative,MESH:D009369,,,tumors,117189,,GD3,,28016257,"BEC2 is a murine IgG2b antibody that elicits antiidiotypic response to GD3, a glycosphingolipid overexpressed on membranes of SCLC and other tumors derived from the neural crest.",,,
1.0,0.0,Biomarker,C0024305,"Lymphoma, Non-Hodgkin",disease,NHL,3123,HLA-DRB1,HLA-DRB1,CTD_human,22096508,"Finally, control participants with either HLA-DRB1*01:01 or AH 8.1 reported having a family history of NHL twice as likely as those who did not have either allele or haplotype, providing the first empirical evidence that HLA associations may explain some of the well-established relationship between family history and NHL risk.",0.21992235144667305,"Finally, control participants with either <span class=""gene"" id=""22096508-9-42-50"">HLA-DRB1</span>*01:01 or AH 8.1 reported having a family history of <span class=""disease"" id=""22096508-9-103-106"">NHL</span> twice as likely as those who did not have either allele or haplotype, providing the first empirical evidence that HLA associations may explain some of the well-established relationship between family history and <span class=""disease"" id=""22096508-9-319-322"">NHL</span> risk.",CTD_human
3.0,9.0,Biomarker,C2750442,Hypermanganesemia with Dystonia Polycythemia and Cirrhosis,disease,"parkinsonism and dystonia with hypermanganesemia, polycythemia, and chronic liver disease",55532,SLC30A10,SLC30A10,CTD_human,22341971,"Mutations in SLC30A10 cause parkinsonism and dystonia with hypermanganesemia, polycythemia, and chronic liver disease.",0.600549453568426,"Mutations in <span class=""gene"" id=""22341971-0-13-21"">SLC30A10</span> cause <span class=""disease"" id=""22341971-0-28-117"">parkinsonism and dystonia with hypermanganesemia, polycythemia, and chronic liver disease</span>.",CTD_human;ORPHANET;UNIPROT
,,Negative,MESH:D002545,,,brain ischemia,65960,,TSG,,28049198,"2,3,4',5-tetrahydroxystilbene 2-O-b-D-glucoside (TSG), a monomer of stilbene from polygonummultiflorum, exerts neuroprotection in a range of experimental models such as Alzheimer's disease and brain ischemia.",,,
,,Negative,MESH:D004194,,,alleviated disease symptoms,117198,,NS1,,28052239,"ICR-suckling mice consumed honeysuckle aqueous extract either before or after intracranial injection with DENV2 showed decreased levels of NS1 RNA and protein expression accompanied with alleviated disease symptoms, decreased virus load, and prolonged survival time.",,,
,,Negative,MESH:D000744,,,cold agglutinin disease,28395,,IGHV4-34,,28097289,"Furthermore, subset 4 IGs do not bind DNA nor i or I carbohydrate antigens, common targets of IGHV4-34-utilizing antibodies in systemic lupus erythematosus and cold agglutinin disease, respectively.",,,
,,Negative,MESH:D009410,,,loss of cerebellar neurons,22594,,Xrcc1,,28002403,"Indeed, remarkably, genetic deletion of Parp1 rescued normal cerebellar ADP-ribose levels and reduced the loss of cerebellar neurons and ataxia in Xrcc1-defective mice, identifying a molecular mechanism by which endogenous single-strand breaks trigger neuropathology.",,,
,,Negative,MESH:D017563,,,interstitial lung disease,260431,,COPD,,28008651,"Chronic obstructive pulmonary disease (COPD) and interstitial lung disease (ILD) were predictors of pre-transplant PMI (b=-2.3, p=0.001 for COPD; b=2.1, p<0.001 for ILD) and percent change in PMI at 12 months post-transplantation relative to baseline (b=19.2, p=0.04 for COPD; b=-20.1, p=0.01 for ILD).",,,
7.0,1.0,Biomarker,C0011860,"Diabetes Mellitus, Non-Insulin-Dependent",disease,noninsulin-dependent diabetes mellitus,3667,IRS1,insulin receptor substrate-1,CTD_human,8723689,Deletion of Gly723 in the insulin receptor substrate-1 of a patient with noninsulin-dependent diabetes mellitus.,0.669945219479228,"Deletion of Gly723 in the <span class=""gene"" id=""8723689-0-26-54"">insulin receptor substrate-1</span> of a patient with <span class=""disease"" id=""8723689-0-73-111"">noninsulin-dependent diabetes mellitus</span>.",CTD_human;UNIPROT
,,Negative,MESH:C562591,,,XPD,2071,,ERCC3,,28115302,"Thirty-eight polymorphisms in eight NER genes were genotyped by Sequenom MassARRAY platform, including XPA, XPC, DDB2, XPB (ERCC3), XPD (ERCC2), ERCC1, XPF (ERCC4), and XPG (ERCC5).",,,
,,Negative,MESH:D000860,,,hypoxia,24185,,Akt,,28173835,"The eELCs showed higher protein expressions of CXCR4, phosphorylated Akt (pAkt), and endogenous NFkB and IkBa than MSCs under both normoxia and hypoxia conditions.",,,
,,Negative,MESH:D006509,,,hepatitis B,1084,,CEA,,28053931,"BACKGROUND: This study aimed to determine the role of tumor markers AFP, CA15-3, CA125, CA19-9 and CEA in patients with hepatitis B and C. METHODS: This descriptive cross-sectional study was performed from Oct 2012 to Oct 2014.",,,
